phone,gmaps_url,company,rating,category,latitude,longitude,updatedAt
61411443499,https://www.google.ca/maps/place/ACT+Fence+Hire/data=!4m7!3m6!1s0x6b165564330da54f:0xe42bf792be94328a!8m2!3d-35.0859354!4d149.8683281!16s%2Fg%2F1hc2703hf!19sChIJT6UNM2RVFmsRijKUvpL3K-Q?authuser=0&hl=en&rclk=1,ACT Fence Hire,5,Building equipment hire service,-35.0859354,149.8683281,24/02/2024 12:32
61411447177,https://www.google.ca/maps/place/Linear+Fencing/data=!4m7!3m6!1s0x4835305b86396043:0x72647744c933a621!8m2!3d-25.5302214!4d152.574027!16s%2Fg%2F11vhzy51qr!19sChIJQ2A5hlswNUgRIaYzyUR3ZHI?authuser=0&hl=en&rclk=1,Linear Fencing,5,Fence contractor,-25.5302214,152.574027,24/02/2024 21:30
61411462353,https://www.google.ca/maps/place/GT+Pool+fencing/data=!4m7!3m6!1s0x6ad635d2d5a10d4b:0xe8365b0c4a6875d7!8m2!3d-37.6780386!4d145.1670851!16s%2Fg%2F11st7y17n9!19sChIJSw2h1dI11moR13VoSgxbNug?authuser=0&hl=en&rclk=1,GT Pool fencing,5,Swimming pool contractor,-37.6780386,145.1670851,24/02/2024 18:59
61411465149,https://www.google.ca/maps/place/Leisurewood+Gates/data=!4m7!3m6!1s0x6b12aa4231044103:0x37d9dc0154e9060a!8m2!3d-33.7624554!4d151.2637517!16s%2Fg%2F1vc_qhw3!19sChIJA0EEMUKqEmsRCgbpVAHc2Tc?authuser=0&hl=en&rclk=1,Leisurewood Gates,4.4,Fence supply store,-33.7624554,151.2637517,24/02/2024 21:26
61411477322,https://www.google.ca/maps/place/Murphy%27s+Fencing/data=!4m7!3m6!1s0xafc0162f2d8da6ed:0x968a38e7074b015d!8m2!3d-37.807185!4d145.1616084!16s%2Fg%2F11vdjllzwx!19sChIJ7aaNLS8WwK8RXQFLB-c4ipY?authuser=0&hl=en&rclk=1,Murphy's Fencing,,Fence contractor,-37.807185,145.1616084,24/02/2024 22:36
61411550826,https://www.google.ca/maps/place/Steve%27s+Fencing/data=!4m7!3m6!1s0x6b0d5f3d12876f87:0x4969f5172dae60e3!8m2!3d-33.6162656!4d151.0588332!16s%2Fg%2F1tkjlbv1!19sChIJh2-HEj1fDWsR42CuLRf1aUk?authuser=0&hl=en&rclk=1,Steve's Fencing,5,Fence contractor,-33.6162656,151.0588332,25/02/2024 2:17
61411567607,https://www.google.ca/maps/place/Andrew+%26+Roger+Fencing+-+Mornington+Peninsula/data=!4m7!3m6!1s0x8c26f31706e75185:0xbc83de6efbac8cdc!8m2!3d-38.3312618!4d144.9565076!16s%2Fg%2F11vb7c_9p6!19sChIJhVHnBhfzJowR3Iys-27eg7w?authuser=0&hl=en&rclk=1,Andrew & Roger Fencing - Mornington Peninsula,,Fence contractor,-38.3312618,144.9565076,24/02/2024 13:26
61411569489,https://www.google.ca/maps/place/Armour+Designs/data=!4m7!3m6!1s0x6b25814bc83dfd63:0x88685110d495ccfa!8m2!3d-37.9017992!4d147.518931!16s%2Fg%2F11l34k_2k5!19sChIJY_09yEuBJWsR-syV1BBRaIg?authuser=0&hl=en&rclk=1,Armour Designs,5,Fence contractor,-37.9017992,147.518931,24/02/2024 13:33
61411591504,https://www.google.ca/maps/place/STB+Contracting/data=!4m7!3m6!1s0x3b5ec77217fa99:0x674e9729b599ddb8!8m2!3d-32.83115!4d150.0523617!16s%2Fg%2F11sx_5qscw!19sChIJmfoXcsdeOwARuN2ZtSmXTmc?authuser=0&hl=en&rclk=1,STB Contracting,,Fence contractor,-32.83115,150.0523617,25/02/2024 1:08
61411600245,https://www.google.ca/maps/place/Tl+Kunde+Fencing-Timber-Colorbond+Fencing-Chain+Wire+Fencing-Security+Fencing-Caboolture/data=!4m7!3m6!1s0x6b93f3bb04adfbc3:0x6b7e309d7f2ea21c!8m2!3d-27.0657326!4d152.9651876!16s%2Fg%2F11fll1zkbf!19sChIJw_utBLvzk2sRHKIuf50wfms?authuser=0&hl=en&rclk=1,Tl Kunde Fencing-Timber-Colorbond Fencing-Chain Wire Fencing-Security Fencing-Caboolture,4,Fence contractor,-27.0657326,152.9651876,25/02/2024 3:22
61411614634,https://www.google.ca/maps/place/Peter+Neil+handyman+services/data=!4m7!3m6!1s0xaea182d9ccfa3b8f:0x189930a2b9e78425!8m2!3d47.6964719!4d13.3457582!16s%2Fg%2F11l36cwdt2!19sChIJjzv6zNmCoa4RJYTnuaIwmRg?authuser=0&hl=en&rclk=1,Peter Neil handyman services,,Fence contractor,47.6964719,13.3457582,16/10/2023 15:56
61411623301,https://www.google.ca/maps/place/Property+Maintenance+Guru/data=!4m7!3m6!1s0x6b129f07ea510d15:0xf7c26b52963d229!8m2!3d-33.7434108!4d150.8777197!16s%2Fg%2F11hpnjlm84!19sChIJFQ1R6gefEmsRKdJjKbUmfA8?authuser=0&hl=en&rclk=1,Property Maintenance Guru,5,Fence contractor,-33.7434108,150.8777197,25/02/2024 0:10
61411636292,https://www.google.ca/maps/place/Magic+Fence+Hire/data=!4m7!3m6!1s0x6b915fb1ae3b0a79:0xfb1d05c2c80a7ab3!8m2!3d-27.4677054!4d152.9965254!16s%2Fg%2F11h4g8376w!19sChIJeQo7rrFfkWsRs3oKyMIFHfs?authuser=0&hl=en&rclk=1,Magic Fence Hire,,Fence contractor,-27.4677054,152.9965254,24/02/2024 21:49
61411644909,https://www.google.ca/maps/place/Melbourne+District+Fencing/data=!4m7!3m6!1s0x2e48eefff675801f:0x2608c3091466217a!8m2!3d-37.3772896!4d144.9015889!16s%2Fg%2F11kblcmz43!19sChIJH4B19v_uSC4ReiFmFAnDCCY?authuser=0&hl=en&rclk=1,Melbourne District Fencing,,Fence contractor,-37.3772896,144.9015889,24/02/2024 22:05
61411701734,https://www.google.ca/maps/place/Blacklords+Fencing+Club/data=!4m7!3m6!1s0x6ad641ae2fc7716f:0xca3cf759461b4149!8m2!3d-37.8548209!4d145.1617259!16s%2Fg%2F1td6gmf3!19sChIJb3HHL65B1moRSUEbRln3PMo?authuser=0&hl=en&rclk=1,Blacklords Fencing Club,4.7,Sports club,-37.8548209,145.1617259,24/02/2024 15:20
61411725800,https://www.google.ca/maps/place/Albert+Valley+Fencing/data=!4m7!3m6!1s0x8ef2688f7f702fc9:0x310b358f17cf1c5!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11q93pgbm_!19sChIJyS9wf49o8o4RxfF88VizEAM?authuser=0&hl=en&rclk=1,Albert Valley Fencing,5,Fence contractor,-32.205415,136.1073692,24/02/2024 13:04
61411756921,https://www.google.ca/maps/place/Appealing+Fences/data=!4m7!3m6!1s0x6b12c9e6f897e673:0x9516ca616a7386fc!8m2!3d-34.0024554!4d151.1050471!16s%2Fg%2F11jp0sgs93!19sChIJc-aX-ObJEmsR_IZzamHKFpU?authuser=0&hl=en&rclk=1,Appealing Fences,5,Fence contractor,-34.0024554,151.1050471,24/02/2024 13:30
61411770247,https://www.google.ca/maps/place/Total+Fencing+QLD/data=!4m7!3m6!1s0x6b96b7c29c8e4b41:0xc36599e9be5d1599!8m2!3d-27.5878097!4d152.7198414!16s%2Fg%2F11nl9l4vpx!19sChIJQUuOnMK3lmsRmRVdvumZZcM?authuser=0&hl=en&rclk=1,Total Fencing QLD,5,Fence contractor,-27.5878097,152.7198414,25/02/2024 3:30
61411796405,https://www.google.ca/maps/place/Spicers+Fencing/data=!4m7!3m6!1s0x6ad5db8e6eb5e057:0xca90ee38f28d43f8!8m2!3d-38.2209124!4d145.0773987!16s%2Fg%2F11hbgh_d0b!19sChIJV-C1bo7b1WoR-EON8jjukMo?authuser=0&hl=en&rclk=1,Spicers Fencing,,Fence contractor,-38.2209124,145.0773987,25/02/2024 2:02
61411801171,https://www.google.ca/maps/place/No+Boundaries+Fencing/data=!4m7!3m6!1s0x6b164f2534676f57:0xc817a6d3961c551a!8m2!3d-35.5224729!4d149.0810385!16s%2Fg%2F11fnq3h3rv!19sChIJV29nNCVPFmsRGlUcltOmF8g?authuser=0&hl=en&rclk=1,No Boundaries Fencing,5,Fence contractor,-35.5224729,149.0810385,24/02/2024 22:55
61411801561,https://www.google.ca/maps/place/BJOGroup+Fencing+%26+Balustrades/data=!4m7!3m6!1s0x25dfed25919efb3d:0x25c7f3d1e617b436!8m2!3d-35.8588282!4d150.1651297!16s%2Fg%2F11tsjgnxb9!19sChIJPfuekSXt3yURNrQX5tHzxyU?authuser=0&hl=en&rclk=1,BJOGroup Fencing & Balustrades,,Construction company,-35.8588282,150.1651297,24/02/2024 13:57
61411845196,https://www.google.ca/maps/place/Sunshine+Coast+Fencing+and+Fabrication/data=!4m7!3m6!1s0x6b939f298e4c961d:0x5d4afd0cd8f7b12f!8m2!3d-26.6064825!4d153.0741567!16s%2Fg%2F11hqstykpb!19sChIJHZZMjimfk2sRL7H32Az9Sl0?authuser=0&hl=en&rclk=1,Sunshine Coast Fencing and Fabrication,5,Steel fabricator,-26.6064825,153.0741567,25/02/2024 2:27
61411866293,https://www.google.ca/maps/place/AFC+Rent-a-Fence+Pty+Ltd/data=!4m7!3m6!1s0x6ad65e4db1e8716f:0xc5c291ae12caa5a2!8m2!3d-37.7607357!4d144.8325193!16s%2Fg%2F1tmpkn9k!19sChIJb3HosU1e1moRoqXKEq6RwsU?authuser=0&hl=en&rclk=1,AFC Rent-a-Fence Pty Ltd,4.9,Fence contractor,-37.7607357,144.8325193,24/02/2024 12:34
61411911068,https://www.google.ca/maps/place/MCI+Fencing+-+MCI+%26+CO+Pty+Ltd/data=!4m7!3m6!1s0x496804b431f86d4b:0xd319c459df8a1ee4!8m2!3d-38.4835455!4d145.9159389!16s%2Fg%2F11r_l9c932!19sChIJS234MbQEaEkR5B6K31nEGdM?authuser=0&hl=en&rclk=1,MCI Fencing - MCI & CO Pty Ltd,,Fence contractor,-38.4835455,145.9159389,24/02/2024 21:43
61411935721,https://www.google.ca/maps/place/Bright+Safety+Barriers/data=!4m7!3m6!1s0x6ad64f51c158cdb5:0x7f9789bfd54bf26!8m2!3d-37.6429573!4d145.0187659!16s%2Fg%2F11l71prmp4!19sChIJtc1YwVFP1moRJr9U_Zt4-Qc?authuser=0&hl=en&rclk=1,Bright Safety Barriers,,Fence contractor,-37.6429573,145.0187659,24/02/2024 15:35
61411961405,https://www.google.ca/maps/place/Ridge+Fencing/data=!4m7!3m6!1s0x6ad60fdff6571c87:0xc89a992c4b592ab3!8m2!3d-38.1525062!4d145.8582756!16s%2Fg%2F11pxwythgb!19sChIJhxxX9t8P1moRsypZSyyZmsg?authuser=0&hl=en&rclk=1,Ridge Fencing,4.7,Fence contractor,-38.1525062,145.8582756,25/02/2024 0:41
61412002607,https://www.google.ca/maps/place/Platinum+Fencing+Solutions/data=!4m7!3m6!1s0x6ad625627f02e047:0x831cbaba99453f12!8m2!3d-37.824556!4d145.3580605!16s%2Fg%2F1tdzwvvg!19sChIJR-ACf2Il1moREj9Fmbq6HIM?authuser=0&hl=en&rclk=1,Platinum Fencing Solutions,5,Fence contractor,-37.824556,145.3580605,24/02/2024 23:49
61412006300,https://www.google.ca/maps/place/Galaxy+Fencing+Contractors/data=!4m7!3m6!1s0x6b148bd0b79ebbcd:0x9081e84d76ca5ce3!8m2!3d-35.1418389!4d150.4136132!16s%2Fg%2F11ll7kwnnz!19sChIJzbuet9CLFGsR41zKdk3ogZA?authuser=0&hl=en&rclk=1,Galaxy Fencing Contractors,5,Fence contractor,-35.1418389,150.4136132,24/02/2024 19:00
61412022149,https://www.google.ca/maps/place/GA+Fencing/data=!4m7!3m6!1s0x277d473dcdd6bf23:0xbe63dbc49cb28bbc!8m2!3d-27.27997!4d153.1103469!16s%2Fg%2F11tcj7c5h3!19sChIJI7_WzT1HfScRvIuynMTbY74?authuser=0&hl=en&rclk=1,GA Fencing,5,Fence contractor,-27.27997,153.1103469,24/02/2024 18:55
61412063259,https://www.google.ca/maps/place/Auto+Gates+and+Fencing/data=!4m7!3m6!1s0x6b12988e8f422543:0x52cf2b2d85302470!8m2!3d-33.7726271!4d150.9390409!16s%2Fg%2F1tdnx15x!19sChIJQyVCj46YEmsRcCQwhS0rz1I?authuser=0&hl=en&rclk=1,Auto Gates and Fencing,4.4,Fence supply store,-33.7726271,150.9390409,24/02/2024 13:47
61412076561,https://www.google.ca/maps/place/Boundary+Fencing/data=!4m7!3m6!1s0x6b9139fdc2acb2fd:0x936ad7e82679e34!8m2!3d-27.698338!4d153.0399146!16s%2Fg%2F11ft_cqvxq!19sChIJ_bKswv05kWsRNJ5ngn6tNgk?authuser=0&hl=en&rclk=1,Boundary Fencing,5,Fence contractor,-27.698338,153.0399146,24/02/2024 15:31
61412088495,https://www.google.ca/maps/place/Glass+Fencing+and+Balustrades+ACT/data=!4m7!3m6!1s0x6b164b5477dcd835:0x4b1b071192c8ef31!8m2!3d-35.34669!4d149.107865!16s%2Fg%2F11bbw_rtxf!19sChIJNdjcd1RLFmsRMe_IkhEHG0s?authuser=0&hl=en&rclk=1,Glass Fencing and Balustrades ACT,3.3,Fence contractor,-35.34669,149.107865,24/02/2024 19:13
61412110443,https://www.google.ca/maps/place/Trueline+Pool+Fencing/data=!4m7!3m6!1s0xa94d0b94c301b793:0xb3f284259a5b113e!8m2!3d-36.061829!4d146.960824!16s%2Fg%2F11y1fsdyqw!19sChIJk7cBw5QLTakRPhFbmiWE8rM?authuser=0&hl=en&rclk=1,Trueline Pool Fencing,3.5,Fence contractor,-36.061829,146.960824,25/02/2024 3:42
61412150146,https://www.google.ca/maps/place/Dave+Campbell+Rural+Constructions/data=!4m7!3m6!1s0x6b96572c8a0a5205:0xf8e809a233f06782!8m2!3d-27.7104628!4d151.9843088!16s%2Fg%2F11g8wcdsbc!19sChIJBVIKiixXlmsRgmfwM6IJ6Pg?authuser=0&hl=en&rclk=1,Dave Campbell Rural Constructions,4.6,Fence contractor,-27.7104628,151.9843088,24/02/2024 17:11
61412236355,https://www.google.ca/maps/place/LB+Fence+Contracting/data=!4m7!3m6!1s0x6b29a76395a7e7d7:0x342a8e565be72069!8m2!3d-38.2220389!4d146.1773502!16s%2Fg%2F11lkjffh7w!19sChIJ1-enlWOnKWsRaSDnW1aOKjQ?authuser=0&hl=en&rclk=1,LB Fence Contracting,5,Fence supply store,-38.2220389,146.1773502,24/02/2024 21:16
61412251817,https://www.google.ca/maps/place/Equalux+Constructions+pty+ltd/data=!4m7!3m6!1s0x8812478851325601:0xf433585b331df0d2!8m2!3d-38.44064!4d145.5897791!16s%2Fg%2F11t5_vs45c!19sChIJAVYyUYhHEogR0vAdM1tYM_Q?authuser=0&hl=en&rclk=1,Equalux Constructions pty ltd,,Fence contractor,-38.44064,145.5897791,24/02/2024 17:54
61412287424,https://www.google.ca/maps/place/Total+Steel+%26+Fence/data=!4m7!3m6!1s0x6ad68b4fb6c71d09:0x7df2a85135e92f2!8m2!3d-37.7522729!4d144.7099155!16s%2Fg%2F11kqswn13h!19sChIJCR3Htk-L1moR8pJeE4Uq3wc?authuser=0&hl=en&rclk=1,Total Steel & Fence,3.2,,-37.7522729,144.7099155,25/02/2024 3:31
61412289124,https://www.google.ca/maps/place/Taywood+Services/data=!4m7!3m6!1s0x6b910fdbd8d0e19f:0x3fe9e1dde95453e1!8m2!3d-27.9480088!4d153.3977269!16s%2Fg%2F11j7zpvk8b!19sChIJn-HQ2NsPkWsR4VNU6d3h6T8?authuser=0&hl=en&rclk=1,Taywood Services,2.3,Fence contractor,-27.9480088,153.3977269,25/02/2024 2:55
61412291415,https://www.google.ca/maps/place/Dunn+Fencing/data=!4m7!3m6!1s0x3acda6bf1079bd3:0x6510a8d59cfbf650!8m2!3d-32.0524284!4d152.2633896!16s%2Fg%2F11ts5h_xb9!19sChIJ05sH8WvarAMRUPb7nNWoEGU?authuser=0&hl=en&rclk=1,Dunn Fencing,,Fence contractor,-32.0524284,152.2633896,24/02/2024 17:34
61412299732,https://www.google.ca/maps/place/Checked+Fencing/data=!4m7!3m6!1s0x6ad60f12e22596db:0x8f8c806be1313885!8m2!3d-38.0778736!4d145.1869711!16s%2Fg%2F11s90w_64f!19sChIJ25Yl4hIP1moRhTgx4WuAjI8?authuser=0&hl=en&rclk=1,Checked Fencing,5,Fence contractor,-38.0778736,145.1869711,24/02/2024 16:17
61412300058,https://www.google.ca/maps/place/Dan+the+Man%E2%80%99s+Fencing+%26+Gates/data=!4m7!3m6!1s0x6b12b981bafe6695:0x2b56e8b5a56c418e!8m2!3d-32.83115!4d150.0523617!16s%2Fg%2F11hz9bklp3!19sChIJlWb-uoG5EmsRjkFspbXoVis?authuser=0&hl=en&rclk=1,Dan the Man’s Fencing & Gates,5,General contractor,-32.83115,150.0523617,24/02/2024 17:09
61412300290,https://www.google.ca/maps/place/North+Shore+Temporary+Fencing/data=!4m7!3m6!1s0x6b12a8d9ff3bffff:0x30ed0ccc13db1334!8m2!3d-33.7897438!4d151.181219!16s%2Fg%2F11vs2ds41c!19sChIJ__87_9moEmsRNBPbE8wM7TA?authuser=0&hl=en&rclk=1,North Shore Temporary Fencing,,Fence contractor,-33.7897438,151.181219,24/02/2024 23:01
61412330157,https://www.google.ca/maps/place/Somerset+Fencing+%26+Gates/data=!4m7!3m6!1s0x6b29c3f20a66ac8f:0xdd436551e58a39c7!8m2!3d-36.5895056!4d145.4691788!16s%2Fg%2F11fcqntblp!19sChIJj6xmCvLDKWsRxzmK5VFlQ90?authuser=0&hl=en&rclk=1,Somerset Fencing & Gates,3,Fence contractor,-36.5895056,145.4691788,25/02/2024 1:52
61412339445,https://www.google.ca/maps/place/L%26V+Fencing+Solutions/data=!4m7!3m6!1s0x6ad6f57eba606815:0xd753a83cbe9b0106!8m2!3d-37.6852101!4d144.7291473!16s%2Fg%2F11m434ljd5!19sChIJFWhgun711moRBgGbvjyoU9c?authuser=0&hl=en&rclk=1,L&V Fencing Solutions,3.5,Fence contractor,-37.6852101,144.7291473,24/02/2024 21:16
61412393494,https://www.google.ca/maps/place/Troy+Green+Fencing/data=!4m7!3m6!1s0x6b733d7704ca5cfd:0xbb1027d62858cbf4!8m2!3d-32.3783006!4d151.1813865!16s%2Fg%2F11j9lb9jz1!19sChIJ_VzKBHc9c2sR9MtYKNYnELs?authuser=0&hl=en&rclk=1,Troy Green Fencing,4.7,Fence contractor,-32.3783006,151.1813865,25/02/2024 3:40
61412394904,https://www.google.ca/maps/place/B2B+Fencing/data=!4m7!3m6!1s0x6c418859fb878bd3:0xbf11ab70d02fb691!8m2!3d-29.2879586!4d152.9034783!16s%2Fg%2F11vlvc24k2!19sChIJ04uH-1mIQWwRkbYv0HCrEb8?authuser=0&hl=en&rclk=1,B2B Fencing,,Fence contractor,-29.2879586,152.9034783,24/02/2024 13:53
61412404176,https://www.google.ca/maps/place/Sunshine+Coast+pool+fence+inspections/data=!4m7!3m6!1s0x6b939d5ef65190bf:0x5b43938266a9c68a!8m2!3d-26.735214!4d153.0507939!16s%2Fg%2F11s56qsbdq!19sChIJv5BR9l6dk2sRisapZoKTQ1s?authuser=0&hl=en&rclk=1,Sunshine Coast pool fence inspections,5,Swimming pool,-26.735214,153.0507939,25/02/2024 2:28
61412406402,https://www.google.ca/maps/place/Shady+Fencing+%26+Landscape/data=!4m7!3m6!1s0xab8ab5f8a9dfc25f:0xbdae510e74b2d0f3!8m2!3d-26.1946449!4d152.6718246!16s%2Fg%2F11y1ct05f1!19sChIJX8Lfqfi1iqsR89CydA5Rrr0?authuser=0&hl=en&rclk=1,Shady Fencing & Landscape,5,Fence contractor,-26.1946449,152.6718246,25/02/2024 1:25
61412414845,https://www.google.ca/maps/place/Assured+Glass+Fencing/data=!4m7!3m6!1s0x6b12ec1672306e2f:0xa51dda54e1011699!8m2!3d-34.0247728!4d150.8393802!16s%2Fg%2F11fxc89jgq!19sChIJL24wchbsEmsRmRYB4VTaHaU?authuser=0&hl=en&rclk=1,Assured Glass Fencing,5,Fence contractor,-34.0247728,150.8393802,24/02/2024 13:36
61412418419,https://www.google.ca/maps/place/Conic+Builders/data=!4m7!3m6!1s0x6ad63dc57e946ad9:0x7a643d80e0fa233f!8m2!3d-37.8958421!4d145.1966649!16s%2Fg%2F11h54n46gv!19sChIJ2WqUfsU91moRPyP64IA9ZHo?authuser=0&hl=en&rclk=1,Conic Builders,5,Fence contractor,-37.8958421,145.1966649,24/02/2024 16:45
61412420846,https://www.google.ca/maps/place/Wollongong+Fencing+Services/data=!4m7!3m6!1s0x6b1310a41433dc05:0x11b1623c71bbab9c!8m2!3d-34.366139!4d150.8508369!16s%2Fg%2F1hf12c1tk!19sChIJBdwzFKQQE2sRnKu7cTxisRE?authuser=0&hl=en&rclk=1,Wollongong Fencing Services,4.6,Fence contractor,-34.366139,150.8508369,25/02/2024 4:40
61412441235,https://www.google.ca/maps/place/ING+Fencing/data=!4m7!3m6!1s0x6b12ec7bb25b857b:0xf465308208ce5a5b!8m2!3d-32.83115!4d150.0523617!16s%2Fg%2F11b5wm98xd!19sChIJe4VbsnvsEmsRW1rOCIIwZfQ?authuser=0&hl=en&rclk=1,ING Fencing,4.3,Fence contractor,-32.83115,150.0523617,24/02/2024 20:09
61412453063,https://www.google.ca/maps/place/D9+Fencing+Contractors/data=!4m7!3m6!1s0x6b90f9feb1a71e8d:0x9c2b1643b637f28d!8m2!3d-28.3351337!4d153.5701681!16s%2Fg%2F11ghtctw0t!19sChIJjR6nsf75kGsRjfI3tkMWK5w?authuser=0&hl=en&rclk=1,D9 Fencing Contractors,3,Fence contractor,-28.3351337,153.5701681,24/02/2024 17:01
61412461630,https://www.google.ca/maps/place/Priority+Fencing/data=!4m7!3m6!1s0x6b23e00ced686677:0x9f3e5735fedb29a6!8m2!3d-36.0418858!4d146.941261!16s%2Fg%2F1tf28vpt!19sChIJd2Zo7QzgI2sRpinb_jVXPp8?authuser=0&hl=en&rclk=1,Priority Fencing,3.5,Fence supply store,-36.0418858,146.941261,25/02/2024 0:05
61412478456,https://www.google.ca/maps/place/Eazy+Fencing+Pty+Ltd/data=!4m7!3m6!1s0x6ad66fc870831b07:0xe3363fa1c9056b10!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F11h61b8jmn!19sChIJBxuDcMhv1moREGsFyaE_NuM?authuser=0&hl=en&rclk=1,Eazy Fencing Pty Ltd,,Fence contractor,-37.9725665,145.0531353,24/02/2024 17:43
61412503085,https://www.google.ca/maps/place/Factory+Direct+Glass+Pool+Fencing/data=!4m7!3m6!1s0x6ad6ed062d05d30f:0xe5c38c5a6569c26b!8m2!3d-36.5895056!4d145.4691788!16s%2Fg%2F11fscdbb5g!19sChIJD9MFLQbt1moRa8JpZVqMw-U?authuser=0&hl=en&rclk=1,Factory Direct Glass Pool Fencing,5,Fence contractor,-36.5895056,145.4691788,24/02/2024 18:06
61412503333,https://www.google.ca/maps/place/Dynamic+Fences/data=!4m7!3m6!1s0xa4054f9a1fb4f539:0xa42be08411dc2bdc!8m2!3d-37.8612071!4d145.240003!16s%2Fg%2F11kj4tbwrs!19sChIJOfW0H5pPBaQR3CvcEYTgK6Q?authuser=0&hl=en&rclk=1,Dynamic Fences,,Fence contractor,-37.8612071,145.240003,24/02/2024 17:35
61412512834,https://www.google.ca/maps/place/Prime+Landscaping+%26+Fencing+Bendigo/data=!4m7!3m6!1s0x6ad759e3d2b6e2c7:0xcd7734a6cff64772!8m2!3d-36.7561798!4d144.280152!16s%2Fg%2F11jcn6_kms!19sChIJx-K20uNZ12oRckf2z6Y0d80?authuser=0&hl=en&rclk=1,Prime Landscaping & Fencing Bendigo,2.9,Landscape designer,-36.7561798,144.280152,25/02/2024 0:04
61412515075,https://www.google.ca/maps/place/New+Estate+Fencing/data=!4m7!3m6!1s0x6ad61d9e063e1a37:0x41ad7a12105203b3!8m2!3d-38.0958557!4d145.4848984!16s%2Fg%2F11hzv4pp55!19sChIJNxo-Bp4d1moRswNSEBJ6rUE?authuser=0&hl=en&rclk=1,New Estate Fencing,5,Fence contractor,-38.0958557,145.4848984,24/02/2024 22:50
61412516002,https://www.google.ca/maps/place/Ian+Sandy+Fencing/data=!4m7!3m6!1s0x6b29972d93261db3:0x5159f4a16e5a3d64!8m2!3d-36.5895056!4d145.4691788!16s%2Fg%2F11gcj_vvb7!19sChIJsx0mky2XKWsRZD1abqH0WVE?authuser=0&hl=en&rclk=1,Ian Sandy Fencing,,Fence contractor,-36.5895056,145.4691788,24/02/2024 20:09
61412535566,https://www.google.ca/maps/place/Alan%27s+Timber+%26+Colorbond+Fencing/data=!4m7!3m6!1s0x6ad6f5d4a02fd553:0xf977a826dd312639!8m2!3d-37.7283699!4d144.7635402!16s%2Fg%2F11q277l33d!19sChIJU9UvoNT11moROSYx3Saod_k?authuser=0&hl=en&rclk=1,Alan's Timber & Colorbond Fencing,5,Fence contractor,-37.7283699,144.7635402,24/02/2024 13:03
61412539508,https://www.google.ca/maps/place/Top+Gun+Fencing+metal+timber+supply/data=!4m7!3m6!1s0x6ad6503695526c41:0xc17e4fe678baa49!8m2!3d-37.4180295!4d145.0016208!16s%2Fg%2F1pwfxn6yj!19sChIJQWxSlTZQ1moRSaqLZ_7kFww?authuser=0&hl=en&rclk=1,Top Gun Fencing metal timber supply,2.7,Fence supply store,-37.4180295,145.0016208,25/02/2024 3:27
61412547707,https://www.google.ca/maps/place/Geelong+Fencing/data=!4m7!3m6!1s0xb27232dbfdfd755:0xfd3e29935c708eaa!8m2!3d-38.198214!4d144.4036824!16s%2Fg%2F11lctv3t0c!19sChIJVdffvy0jJwsRqo5wXJMpPv0?authuser=0&hl=en&rclk=1,Geelong Fencing,5,Contractor,-38.198214,144.4036824,24/02/2024 19:06
61412574088,https://www.google.ca/maps/place/Rock+Solid+Fencing+And+Landscapes/data=!4m7!3m6!1s0x6934b4675cece2cd:0x5acaa662075cf98c!8m2!3d-34.3834201!4d150.8995033!16s%2Fg%2F11qfgpf6dj!19sChIJzeLsXGe0NGkRjPlcB2Kmylo?authuser=0&hl=en&rclk=1,Rock Solid Fencing And Landscapes,4.7,Landscape designer,-34.3834201,150.8995033,25/02/2024 0:47
61412574497,https://www.google.ca/maps/place/Caulfield+South+Fence+Painters/data=!4m7!3m6!1s0x859c3f793db013f7:0xdc9cb0b27c4aa824!8m2!3d-37.8946608!4d145.0249402!16s%2Fg%2F11nxr09rq8!19sChIJ9xOwPXk_nIURJKhKfLKwnNw?authuser=0&hl=en&rclk=1,Caulfield South Fence Painters,,Painter,-37.8946608,145.0249402,24/02/2024 16:09
61412589884,https://www.google.ca/maps/place/RPM+Fencing+-+Gold+Coast/data=!4m7!3m6!1s0x6b9111b00493d967:0x57487ae78f7f6073!8m2!3d-27.9274862!4d153.3205916!16s%2Fg%2F11jddtxt6p!19sChIJZ9mTBLARkWsRc2B_j-d6SFc?authuser=0&hl=en&rclk=1,RPM Fencing - Gold Coast,4.7,Fence contractor,-27.9274862,153.3205916,25/02/2024 0:26
61412594608,https://www.google.ca/maps/place/Traditional+Iron+Fencing/data=!4m7!3m6!1s0x6ad416d27932dad7:0xa73fd56d53675ba4!8m2!3d-38.1129997!4d144.3498708!16s%2Fg%2F1xb2dq5c!19sChIJ19oyedIW1GoRpFtnU23VP6c?authuser=0&hl=en&rclk=1,Traditional Iron Fencing,5,Fence contractor,-38.1129997,144.3498708,25/02/2024 3:35
61412616616,https://www.google.ca/maps/place/Supplier+Rural+Boundary+Fences+and+Gates+Dural+NSW/data=!4m7!3m6!1s0x6b0d5f72c14113d7:0x71d2b81c9acf212b!8m2!3d-33.6553374!4d151.0106286!16s%2Fg%2F1vcjmdbr!19sChIJ1xNBwXJfDWsRKyHPmhy40nE?authuser=0&hl=en&rclk=1,Supplier Rural Boundary Fences and Gates Dural NSW,4.2,General contractor,-33.6553374,151.0106286,25/02/2024 2:34
